Date,Time,Transaction ID,Account Number (Sender),Account Name (Sender),Account Number (Receiver),Account Name (Receiver),Category,Amount,Transaction Type,Description,Source
2024-10-05,22:35:37,T2217055,AC43367299,Lakshmi,AC62103856,Reliance Industries,Transport,9088.14,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-05,22:35:37,T4732416,AC86219702,Aditi,AC45624839,Sneha,Shopping,4941.96,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-05,22:35:37,T6460359,AC60476681,Bajaj Finserv,AC93712521,Sneha,Education,2043.54,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-05,22:35:37,T9826978,AC33700306,Meera,AC85078995,Vikram,Miscellaneous,4070.46,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-05,22:35:37,T4770217,AC68070874,Nikhil,AC23225983,Larsen & Toubro,Utilities,9348.79,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-05,22:35:37,T3064094,AC80198272,Aditi,AC51902754,Infosys,Transport,938.19,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-05,22:35:37,T3024865,AC63724133,Pooja,AC85569935,Rohan,Entertainment,5321.42,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-05,22:35:37,T3390992,AC85739385,Kabir,AC79766976,Infosys,Education,5507.29,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-06,22:35:37,T8836927,AC51689625,Larsen & Toubro,AC85087270,Ananya,Utilities,6537.81,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-06,22:35:37,T4513292,AC57546408,Siddharth,AC84002608,Nikhil,Utilities,5285.56,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-06,22:35:37,T4777838,AC17474689,Larsen & Toubro,AC24861287,Neha,Miscellaneous,7609.44,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-06,22:35:37,T6529179,AC74047577,Karthik,AC19815292,Diya,Transport,9491.8,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-06,22:35:37,T3451146,AC90628970,Pooja,AC52019330,Lakshmi,Shopping,617.45,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-06,22:35:37,T8144563,AC83384770,Hindustan Unilever,AC30589573,Arjun,Shopping,6714.14,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-07,22:35:37,T5585174,AC83114522,Karthik,AC40498989,Lakshmi,Healthcare,7260.05,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-07,22:35:37,T5964054,AC98297573,Rohan,AC55744778,Vikram,Utilities,659.82,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-07,22:35:37,T6867492,AC50546432,Wipro,AC59866047,Meera,Transport,1123.93,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-07,22:35:37,T1690037,AC88496762,Bajaj Finserv,AC43945907,Kabir,Education,9458.71,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-08,22:35:37,T3323510,AC60779760,Axis Bank,AC31526346,Nikhil,Miscellaneous,8040.55,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-08,22:35:37,T6073001,AC97159152,Hindustan Unilever,AC12101281,Neha,Healthcare,4777.32,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-09,22:35:37,T9026274,AC10599983,Rajesh,AC52864156,Lakshmi,Transport,7387.84,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-09,22:35:37,T5326097,AC97173186,Axis Bank,AC23371029,Ananya,Miscellaneous,1208.62,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-09,22:35:37,T8732734,AC36639846,Nikhil,AC47510552,Rohan,Shopping,3019.19,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-09,22:35:37,T6824647,AC12760619,Neha,AC58833119,Bharti Airtel,Entertainment,8012.39,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-10,22:35:37,T9500198,AC29027346,Lakshmi,AC32904973,Akash,Healthcare,6341.43,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-10,22:35:37,T5654421,AC24939859,Mahindra & Mahindra,AC17526933,ICICI Bank,Education,2081.89,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-10,22:35:37,T1908985,AC55305395,Vikram,AC28776972,Nikhil,Education,7042.05,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-11,22:35:37,T2291160,AC29858487,Rajesh,AC49008347,Meera,Education,3984.67,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-11,22:35:37,T5674720,AC59601996,Ananya,AC53610941,Reliance Industries,Miscellaneous,5417.4,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-11,22:35:37,T9478554,AC19787515,Arjun,AC40993486,Diya,Education,2313.99,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-11,22:35:37,T8279973,AC23503655,Adani Enterprises,AC87218725,Aditi,Healthcare,5108.76,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-11,22:35:37,T1992051,AC52779285,Ishita,AC97357780,Axis Bank,Shopping,6001.35,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-11,22:35:37,T3084702,AC67133818,Arjun,AC28538503,Infosys,Education,3064.94,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-11,22:35:37,T1513238,AC95798655,Adani Enterprises,AC76959640,Wipro,Utilities,4229.56,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-11,22:35:37,T7324535,AC57915191,ICICI Bank,AC82507421,Axis Bank,Entertainment,3676.24,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-12,22:35:37,T5284662,AC77045016,Rohan,AC28710953,Akash,Education,1980.01,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-12,22:35:37,T4064953,AC85108939,Rajesh,AC83072737,Bajaj Finserv,Shopping,6657.46,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-12,22:35:37,T1322641,AC25394760,Aditi,AC94393205,Akash,Utilities,2393.67,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-12,22:35:37,T6719248,AC31888631,Kabir,AC63398065,Meera,Shopping,7013.26,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-12,22:35:37,T2958975,AC16574796,Axis Bank,AC33307583,Priya,Transport,8722.35,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-12,22:35:37,T5691715,AC48603273,Rohan,AC67604215,Ananya,Utilities,2686.12,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-12,22:35:37,T9072762,AC50928319,Ishita,AC10259674,Vikram,Entertainment,9339.2,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-12,22:35:37,T1061108,AC87690825,Maruti Suzuki,AC56946071,Nikhil,Utilities,4857.31,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-12,22:35:37,T4608444,AC41496258,Diya,AC92977691,Wipro,Shopping,3646.21,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-13,22:35:37,T4160515,AC48917698,Kabir,AC68612721,State Bank of India,Education,6903.9,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-14,22:35:37,T7126383,AC34190665,Reliance Industries,AC42781175,Mahindra & Mahindra,Food,5026.69,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-15,22:35:37,T1022242,AC26636992,Akash,AC76627593,Ananya,Healthcare,4599.16,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-16,22:35:37,T6218792,AC88909563,Adani Enterprises,AC62084477,Meera,Education,8662.81,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-16,22:35:37,T2430287,AC78176933,Wipro,AC97355151,Rohan,Transport,8751.77,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-16,22:35:37,T4351801,AC83163324,HDFC Bank,AC78523262,Arjun,Entertainment,5836.29,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-16,22:35:37,T5024212,AC23387481,Wipro,AC78784396,Siddharth,Shopping,6337.22,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-16,22:35:37,T5736511,AC27338777,Tata Consultancy Services,AC85560835,Wipro,Food,447.95,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-17,22:35:37,T1857826,AC20644086,ICICI Bank,AC95978230,Adani Enterprises,Healthcare,5908.37,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-17,22:35:37,T1852871,AC44502286,Diya,AC77315585,Sneha,Transport,9995.37,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-17,22:35:37,T9445550,AC78962141,Sneha,AC57076421,Bharti Airtel,Food,9107.62,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-17,22:35:37,T8610262,AC21637998,Neha,AC34504209,Wipro,Healthcare,287.13,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-18,22:35:37,T9011717,AC95910235,Karthik,AC88298576,Meera,Food,1827.7,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-18,22:35:37,T4917864,AC55221078,Reliance Industries,AC20278649,Neha,Entertainment,5545.19,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-18,22:35:37,T3690451,AC96237201,Arjun,AC81403398,Hindustan Unilever,Entertainment,9686.5,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-18,22:35:37,T8915975,AC80686653,Nikhil,AC68254902,Bajaj Finserv,Healthcare,4208.25,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-18,22:35:37,T3002950,AC71137419,HDFC Bank,AC97721941,Diya,Shopping,1909.65,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-18,22:35:37,T3541258,AC67164007,Infosys,AC23343873,Pooja,Utilities,685.64,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-18,22:35:37,T2923268,AC85948950,Bharti Airtel,AC83589549,Siddharth,Transport,849.28,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-18,22:35:37,T5953168,AC57409659,Ishita,AC74553556,Infosys,Food,7786.69,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-18,22:35:37,T8722997,AC44271744,Diya,AC87500637,Neha,Food,3564.27,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-18,22:35:37,T2500502,AC21798613,Rohan,AC37459628,Adani Enterprises,Utilities,3613.88,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-19,22:35:37,T6158926,AC81382590,Tata Consultancy Services,AC44210627,Maruti Suzuki,Healthcare,173.94,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-19,22:35:37,T6538642,AC50140256,Reliance Industries,AC91390331,Wipro,Food,2394.29,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-19,22:35:37,T8193461,AC54728167,Hindustan Unilever,AC43025234,Akash,Food,6383.57,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-19,22:35:37,T4320563,AC91906071,Reliance Industries,AC69362009,Adani Enterprises,Education,510.81,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-19,22:35:37,T9513256,AC74555251,Vikram,AC59900743,Nikhil,Food,3148.51,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-19,22:35:37,T4692447,AC78945755,Larsen & Toubro,AC53032908,ICICI Bank,Miscellaneous,2084.56,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-19,22:35:37,T7724129,AC94839065,Mahindra & Mahindra,AC60013243,Ananya,Transport,7234.37,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-19,22:35:37,T9651269,AC25908529,ICICI Bank,AC45228596,Nikhil,Education,2595.53,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-19,22:35:37,T9105036,AC52010934,Nikhil,AC90936722,Ishita,Healthcare,6176.18,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-19,22:35:37,T4223337,AC39853744,ICICI Bank,AC25785465,Reliance Industries,Miscellaneous,2519.52,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-20,22:35:37,T8187033,AC61136843,Bajaj Finserv,AC85372199,Lakshmi,Shopping,4184.21,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-20,22:35:37,T7316570,AC89217656,Lakshmi,AC36806494,State Bank of India,Shopping,3239.53,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-20,22:35:37,T9986951,AC98888647,Karthik,AC47049768,Rajesh,Utilities,9156.57,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-21,22:35:37,T9216589,AC33034158,Hindustan Unilever,AC13108795,Aditi,Shopping,4397.25,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-21,22:35:37,T5328921,AC58987226,Axis Bank,AC27292613,Bajaj Finserv,Shopping,4466.69,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-21,22:35:37,T1376782,AC45304950,Diya,AC84795727,Arjun,Transport,6809.6,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-21,22:35:37,T6434138,AC29579907,Mahindra & Mahindra,AC10117884,Nikhil,Food,647.66,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-21,22:35:37,T6463351,AC74821833,State Bank of India,AC10990450,Hindustan Unilever,Shopping,6083.53,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-21,22:35:37,T5851177,AC25179194,Lakshmi,AC29318201,HDFC Bank,Miscellaneous,569.75,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-21,22:35:37,T8859062,AC27495766,Lakshmi,AC85864621,Kabir,Utilities,4778.81,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-22,22:35:37,T8244160,AC96698592,Vikram,AC11266321,Axis Bank,Education,9065.81,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-23,22:35:37,T1220019,AC60902906,Kabir,AC54938524,Lakshmi,Transport,383.74,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-23,22:35:37,T5263460,AC33913955,Larsen & Toubro,AC72341522,Priya,Miscellaneous,2836.83,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-23,22:35:37,T7223284,AC67728918,Aarav,AC62786353,Bajaj Finserv,Shopping,8999.91,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-23,22:35:37,T2475086,AC80255443,Lakshmi,AC82179686,Arjun,Entertainment,3063.3,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-24,22:35:37,T8702631,AC22856936,Aditi,AC22565440,Neha,Healthcare,3071.33,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-24,22:35:37,T9108457,AC89064058,Meera,AC96862428,Mahindra & Mahindra,Education,5836.7,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-24,22:35:37,T3065800,AC71634445,Hindustan Unilever,AC51707374,Adani Enterprises,Food,2829.29,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-24,22:35:37,T6838583,AC82165837,Kabir,AC80220792,Hindustan Unilever,Food,1813.5,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-24,22:35:37,T4406755,AC31081012,Pooja,AC61925207,Aditi,Healthcare,717.53,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-24,22:35:37,T4143207,AC32081482,Maruti Suzuki,AC31244573,Karthik,Utilities,6960.7,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-25,22:35:37,T7686864,AC62464227,Akash,AC60713067,Larsen & Toubro,Transport,1664.08,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-26,22:35:37,T1466203,AC96752002,Hindustan Unilever,AC63256753,Mahindra & Mahindra,Healthcare,3989.37,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-27,22:35:37,T2223912,AC50750642,ICICI Bank,AC71190782,Maruti Suzuki,Healthcare,954.36,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-27,22:35:37,T5601750,AC93236224,Aarav,AC97863872,Infosys,Education,961.09,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-27,22:35:37,T7089494,AC26483665,Maruti Suzuki,AC16315805,Priya,Utilities,4181.01,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-27,22:35:37,T3628192,AC38793375,Arjun,AC34056640,Meera,Entertainment,4870.93,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-27,22:35:37,T6183423,AC89599155,Reliance Industries,AC94163405,Mahindra & Mahindra,Food,5813.44,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-27,22:35:37,T9086530,AC16317021,Siddharth,AC17062582,Diya,Food,6916.57,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-27,22:35:37,T2438332,AC62506424,Maruti Suzuki,AC75373633,Tata Consultancy Services,Healthcare,931.5,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-28,22:35:37,T8349607,AC74550212,Lakshmi,AC15824583,Larsen & Toubro,Miscellaneous,276.16,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-28,22:35:37,T3630702,AC52884448,Maruti Suzuki,AC38202756,Wipro,Utilities,1194.75,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-28,22:35:37,T8851038,AC88397036,Pooja,AC23308298,Sneha,Utilities,6107.08,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-28,22:35:37,T7286104,AC92327823,Hindustan Unilever,AC52914323,Mahindra & Mahindra,Healthcare,1573.3,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-28,22:35:37,T3196665,AC50999790,Bajaj Finserv,AC61444725,Hindustan Unilever,Education,4473.64,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-28,22:35:37,T1614345,AC93904248,Sneha,AC21676398,Larsen & Toubro,Miscellaneous,5239.66,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-28,22:35:37,T1317483,AC88516459,Wipro,AC89006932,Aditi,Utilities,3543.34,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-28,22:35:37,T5974333,AC70129165,Hindustan Unilever,AC39544120,Sneha,Healthcare,2214.43,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-28,22:35:37,T8490768,AC64878827,Neha,AC75478473,Priya,Food,5519.06,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-29,22:35:37,T2454810,AC14541773,Arjun,AC12078839,Siddharth,Entertainment,4712.79,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-29,22:35:37,T1125187,AC84085531,Rohan,AC53856781,Lakshmi,Education,4852.76,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-29,22:35:37,T3252490,AC72508411,Arjun,AC34637320,Pooja,Miscellaneous,7410.82,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-29,22:35:37,T5639260,AC35603434,Priya,AC86634872,Rohan,Entertainment,692.05,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-29,22:35:37,T4286552,AC50518254,Akash,AC19614544,Kabir,Transport,5466.24,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-29,22:35:37,T4831062,AC62863906,Kabir,AC33007103,Nikhil,Healthcare,3684.9,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-29,22:35:37,T8258036,AC32872797,Hindustan Unilever,AC63410613,Larsen & Toubro,Shopping,4728.94,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-29,22:35:37,T3236045,AC10409644,Priya,AC62391951,HDFC Bank,Transport,6313.41,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-29,22:35:37,T5233666,AC11510066,Lakshmi,AC41672677,Maruti Suzuki,Utilities,5772.41,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-30,22:35:37,T5124780,AC59653954,Ananya,AC76097441,Siddharth,Healthcare,5719.87,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-30,22:35:37,T8079856,AC13260995,Adani Enterprises,AC19464459,Aditi,Shopping,5707.48,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-30,22:35:37,T2311464,AC38208025,Lakshmi,AC59612719,Bharti Airtel,Miscellaneous,3967.36,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-30,22:35:37,T4077224,AC22873056,Ishita,AC15122461,Wipro,Miscellaneous,8860.57,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-10-30,22:35:37,T8825903,AC70522118,ICICI Bank,AC28060127,HDFC Bank,Food,3619.3,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-31,22:35:37,T4437287,AC86655232,Reliance Industries,AC33949093,Hindustan Unilever,Transport,9418.03,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-31,22:35:37,T7850092,AC75446554,Rajesh,AC44142344,Neha,Entertainment,4992.83,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-31,22:35:37,T3408808,AC70839236,Wipro,AC89694207,Larsen & Toubro,Transport,7971.83,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-10-31,22:35:37,T5296511,AC30076993,Bharti Airtel,AC47861349,Karthik,Transport,1917.74,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-01,22:35:37,T9495601,AC27937289,Lakshmi,AC85814819,Pooja,Shopping,9780.87,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-01,22:35:37,T3800109,AC21014053,Bharti Airtel,AC18160854,Maruti Suzuki,Transport,3272.72,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-01,22:35:37,T9911608,AC70840065,Vikram,AC17134147,Sneha,Transport,9690.78,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-01,22:35:37,T2120434,AC95700395,Siddharth,AC66623306,Bharti Airtel,Miscellaneous,2862.71,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-01,22:35:37,T2805137,AC11723006,Rohan,AC73752627,ICICI Bank,Healthcare,6466.39,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-01,22:35:37,T8334237,AC12544059,ICICI Bank,AC98728722,Priya,Entertainment,659.4,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-02,22:35:37,T3238920,AC93237528,Vikram,AC50963765,Axis Bank,Shopping,8762.02,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-02,22:35:37,T1329574,AC69024696,Arjun,AC49419237,Bajaj Finserv,Healthcare,4917.22,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-02,22:35:37,T6086130,AC13505405,Vikram,AC65033383,Hindustan Unilever,Entertainment,2981.68,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-02,22:35:37,T7491054,AC35912141,Ananya,AC22666158,HDFC Bank,Entertainment,6245.13,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-02,22:35:37,T9329320,AC53910809,Maruti Suzuki,AC96128281,Maruti Suzuki,Food,7791.84,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-02,22:35:37,T5441963,AC54664355,Reliance Industries,AC39101625,Vikram,Healthcare,126.57,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-03,22:35:37,T1977473,AC64351813,Adani Enterprises,AC71756504,Mahindra & Mahindra,Miscellaneous,751.67,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-03,22:35:37,T2803955,AC24027490,Hindustan Unilever,AC68736947,Neha,Entertainment,3219.82,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-04,22:35:37,T9335752,AC75776963,Wipro,AC38287096,Karthik,Shopping,6475.48,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-04,22:35:37,T6292167,AC20415438,Ananya,AC99882764,Lakshmi,Shopping,9589.71,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-04,22:35:37,T3476649,AC65879737,Axis Bank,AC88939953,Maruti Suzuki,Entertainment,5139.13,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-04,22:35:37,T3030360,AC32829393,Infosys,AC28664301,HDFC Bank,Entertainment,1729.75,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-04,22:35:37,T7068944,AC72726197,Hindustan Unilever,AC64161320,Reliance Industries,Healthcare,4106.48,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-04,22:35:37,T4898418,AC34614403,Larsen & Toubro,AC83386885,Rohan,Miscellaneous,2668.24,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-05,22:35:37,T8639060,AC83677153,Aarav,AC32232741,Nikhil,Transport,5327.15,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-05,22:35:37,T5794205,AC95484527,Ananya,AC72171442,Aarav,Healthcare,4420.78,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-05,22:35:37,T3005068,AC22768239,Larsen & Toubro,AC13077036,Meera,Entertainment,9133.05,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-05,22:35:37,T6642087,AC37463347,Nikhil,AC83287334,Bharti Airtel,Shopping,1379.59,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-06,22:35:37,T2471090,AC60367085,Infosys,AC56370285,Rajesh,Miscellaneous,8596.0,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-07,22:35:37,T7848388,AC79912065,ICICI Bank,AC86385299,Rajesh,Transport,4882.92,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-07,22:35:37,T1459659,AC98007806,Pooja,AC69711437,Bajaj Finserv,Education,4049.87,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-07,22:35:37,T3536951,AC18906032,Vikram,AC85931969,Sneha,Shopping,3227.4,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-07,22:35:37,T9849233,AC26475962,Maruti Suzuki,AC59868363,ICICI Bank,Utilities,7200.71,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-07,22:35:37,T6153229,AC71679471,Arjun,AC30154150,Akash,Shopping,9040.99,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-08,22:35:37,T4894404,AC38621386,Diya,AC12588447,Ananya,Shopping,6412.26,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-08,22:35:37,T9952570,AC25811011,Pooja,AC29486672,Karthik,Shopping,9057.38,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-08,22:35:37,T1053119,AC76476109,Ishita,AC95219359,Lakshmi,Entertainment,334.2,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-09,22:35:37,T2178156,AC94392258,Pooja,AC58327542,Akash,Utilities,4762.06,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-09,22:35:37,T9344941,AC55484805,State Bank of India,AC46022792,Axis Bank,Utilities,3447.64,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-09,22:35:37,T1354469,AC99477422,Lakshmi,AC44756495,Hindustan Unilever,Shopping,7987.31,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-09,22:35:37,T1065661,AC37697442,Larsen & Toubro,AC99983987,Arjun,Miscellaneous,6297.82,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-09,22:35:37,T9363415,AC57125742,Siddharth,AC29134351,HDFC Bank,Education,4885.36,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-10,22:35:37,T1780871,AC45555089,Priya,AC20846551,Ishita,Utilities,9942.58,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-10,22:35:37,T3871597,AC88211674,Hindustan Unilever,AC20496344,Karthik,Entertainment,2271.63,Credit,Auto-generated transaction details,banking_transactions11.csv
2024-11-10,22:35:37,T1341018,AC34677587,Siddharth,AC89589277,Kabir,Shopping,2358.22,Debit,Auto-generated transaction details,banking_transactions11.csv
2024-11-10,22:35:37,T9625029,AC31251958,Rajesh,AC43922893,Axis Bank,Healthcare,4558.21,Debit,Auto-generated transaction details,banking_transactions11.csv
